日期,单品编码,批发价格(元/千克),批发价格_异常标记
2021-05-03,102900005116943,8.17,False
2021-05-03,102900005118572,1.6,False
2021-05-03,102900005118817,3.69,False
2021-05-03,102900005118824,5.87,False
2021-05-03,102900005118831,3.49,False
2021-05-03,102900005119968,4.06,False
2021-05-03,102900005119975,10.0,False
2021-05-03,102900005123880,4.34,False
2021-05-03,102900005125808,6.8,False
2021-05-03,102900005125815,4.65,False
2021-05-03,102900011000328,6.65,False
2021-05-03,102900011001219,7.98,False
2021-05-03,102900011002414,6.16,False
2021-05-03,102900011006689,2.13,False
2021-05-03,102900011008164,1.32,False
2021-05-03,102900011009444,6.57,False
2021-05-03,102900011009970,1.47,False
2021-05-03,102900011012994,2.33,False
2021-05-03,102900011013274,2.85,False
2021-05-03,102900011016701,5.18,False
2021-05-03,102900011022030,2.4,False
2021-05-03,102900051000463,4.1,False
2021-05-03,102900051004294,8.64,False
2021-05-03,102900051010455,3.1,False
2021-05-03,106949711300068,1.59,False
2021-05-03,106958851400125,1.8,False
2021-05-04,102900005115199,14.71,True
2021-05-04,102900005115762,3.84,False
2021-05-04,102900005115779,4.02,False
2021-05-04,102900005115786,5.07,False
2021-05-04,102900005115823,3.09,False
2021-05-04,102900005115854,2.15,False
2021-05-04,102900005115885,6.14,False
2021-05-04,102900005115908,3.4,False
2021-05-04,102900005115960,0.84,False
2021-05-04,102900005115984,4.3,False
2021-05-04,102900005116226,4.35,False
2021-05-04,102900005116233,8.69,False
2021-05-04,102900005116257,3.84,False
2021-05-04,102900005116509,3.41,False
2021-05-04,102900005116530,12.0,False
2021-05-04,102900005116547,3.04,False
2021-05-04,102900005116714,3.67,False
2021-05-04,102900005116790,2.68,False
2021-05-04,102900005116837,4.18,False
2021-05-04,102900005116899,7.2,False
2021-05-04,102900005116943,7.77,False
2021-05-04,102900005118572,1.6,False
2021-05-04,102900005118817,3.87,False
2021-05-04,102900005118824,7.23,False
2021-05-04,102900005118831,3.33,False
2021-05-04,102900005119098,12.4,False
2021-05-04,102900005119975,8.6,False
2021-05-04,102900005125808,10.6,False
2021-05-04,102900005125815,4.65,False
2021-05-04,102900011000328,8.44,False
2021-05-04,102900011002414,6.15,False
2021-05-04,102900011006689,1.93,False
2021-05-04,102900011008164,1.0,False
2021-05-04,102900011009444,6.22,False
2021-05-04,102900011009970,1.75,False
2021-05-04,102900011013274,2.89,False
2021-05-04,102900011016701,5.55,False
2021-05-04,102900011022030,2.4,False
2021-05-04,102900051000463,4.08,False
2021-05-04,102900051004294,9.42,False
2021-05-04,102900051010455,3.08,False
2021-05-04,106949711300068,1.62,False
2021-05-04,106958851400125,1.87,False
2021-05-05,102900005115168,0.88,False
2021-05-05,102900005115199,14.71,True
2021-05-05,102900005115762,3.45,False
2021-05-05,102900005115779,4.04,False
2021-05-05,102900005115786,5.06,False
2021-05-05,102900005115823,3.08,False
2021-05-05,102900005115854,2.14,False
2021-05-05,102900005115885,6.14,False
2021-05-05,102900005115908,3.4,False
2021-05-05,102900005115960,0.84,False
2021-05-05,102900005115984,4.25,False
2021-05-05,102900005116226,5.89,False
2021-05-05,102900005116233,10.91,False
2021-05-05,102900005116257,3.84,False
2021-05-05,102900005116509,3.72,False
2021-05-05,102900005116530,12.0,False
2021-05-05,102900005116547,3.05,False
2021-05-05,102900005116714,3.91,False
2021-05-05,102900005116790,2.68,False
2021-05-05,102900005116837,4.18,False
2021-05-05,102900005116899,7.2,False
2021-05-05,102900005116943,8.34,False
2021-05-05,102900005118572,1.6,False
2021-05-05,102900005118817,4.63,False
2021-05-05,102900005118824,6.85,False
2021-05-05,102900005118831,3.32,False
2021-05-05,102900005119098,12.37,False
2021-05-05,102900005119975,8.6,False
2021-05-05,102900005123880,7.16,False
2021-05-05,102900005125808,10.6,False
2021-05-05,102900005125815,4.64,False
2021-05-05,102900011000328,7.8,False
2021-05-05,102900011002414,6.14,False
2021-05-05,102900011006689,2.11,False
2021-05-05,102900011008164,1.0,False
2021-05-05,102900011009444,5.94,False
2021-05-05,102900011009970,2.35,False
2021-05-05,102900011011546,1.0,False
2021-05-05,102900011012994,2.15,False
2021-05-05,102900011013274,2.81,False
2021-05-05,102900011016701,6.15,False
2021-05-05,102900011022030,2.4,False
2021-05-05,102900051000463,4.21,False
2021-05-05,102900051004294,10.36,False
2021-05-05,102900051010455,3.08,False
2021-05-05,102900051010790,6.14,False
2021-05-05,106949711300068,1.53,False
2021-05-05,106958851400125,1.78,False
2021-05-06,102900005115168,0.83,False
2021-05-06,102900005115199,14.71,True
2021-05-06,102900005115762,3.44,False
2021-05-06,102900005115779,4.1,False
2021-05-06,102900005115786,5.15,False
2021-05-06,102900005115823,3.11,False
2021-05-06,102900005115854,2.14,False
2021-05-06,102900005115885,6.49,False
2021-05-06,102900005115908,3.4,False
2021-05-06,102900005115960,0.84,False
2021-05-06,102900005115984,4.29,False
2021-05-06,102900005116226,6.41,False
2021-05-06,102900005116233,11.0,False
2021-05-06,102900005116257,5.16,False
2021-05-06,102900005116509,3.87,False
2021-05-06,102900005116530,12.0,False
2021-05-06,102900005116547,3.04,False
2021-05-06,102900005116714,4.16,False
2021-05-06,102900005116790,2.68,False
2021-05-06,102900005116837,4.28,False
2021-05-06,102900005116899,7.2,False
2021-05-06,102900005116943,8.47,False
2021-05-06,102900005118572,1.6,False
2021-05-06,102900005118817,4.7,False
2021-05-06,102900005118824,6.68,False
2021-05-06,102900005118831,3.32,False
2021-05-06,102900005119098,12.39,False
2021-05-06,102900005119975,8.6,False
2021-05-06,102900005125808,12.11,False
2021-05-06,102900005125815,4.64,False
2021-05-06,102900011000328,6.76,False
2021-05-06,102900011002414,6.15,False
2021-05-06,102900011006689,1.99,False
2021-05-06,102900011008164,1.0,False
2021-05-06,102900011009444,5.88,False
2021-05-06,102900011009970,3.19,False
2021-05-06,102900011012994,2.18,False
2021-05-06,102900011013274,2.66,False
2021-05-06,102900011016701,6.06,False
2021-05-06,102900011022030,2.4,False
2021-05-06,102900051000463,4.15,False
2021-05-06,102900051004294,9.91,False
2021-05-06,102900051010455,3.08,False
2021-05-06,102900051010790,6.14,False
2021-05-06,106949711300068,1.36,False
2021-05-07,102900005115168,0.9,False
2021-05-07,102900005115762,3.39,False
2021-05-07,102900005115779,4.2,False
2021-05-07,102900005115786,5.06,False
2021-05-07,102900005115823,3.11,False
2021-05-07,102900005115854,2.13,False
2021-05-07,102900005115885,7.01,False
2021-05-07,102900005115908,3.4,False
2021-05-07,102900005115960,0.84,False
2021-05-07,102900005115984,4.29,False
2021-05-07,102900005116226,6.27,False
2021-05-07,102900005116233,11.28,False
2021-05-07,102900005116257,5.84,False
2021-05-07,102900005116509,4.26,False
2021-05-07,102900005116530,12.0,False
2021-05-07,102900005116547,3.03,False
2021-05-07,102900005116714,4.18,False
2021-05-07,102900005116790,2.68,False
2021-05-07,102900005116837,4.55,False
2021-05-07,102900005116899,7.2,False
2021-05-07,102900005116943,8.46,False
2021-05-07,102900005118572,1.6,False
2021-05-07,102900005118817,4.89,False
2021-05-07,102900005118824,6.71,False
2021-05-07,102900005118831,3.31,False
2021-05-07,102900005119098,12.4,False
2021-05-07,102900005119975,8.6,False
2021-05-07,102900005125808,12.27,False
2021-05-07,102900005125815,4.65,False
2021-05-07,102900011000328,5.35,False
2021-05-07,102900011002414,6.15,False
2021-05-07,102900011006689,1.9,False
2021-05-07,102900011008164,1.0,False
2021-05-07,102900011009444,5.86,False
2021-05-07,102900011009970,3.24,False
2021-05-07,102900011011546,1.0,False
2021-05-07,102900011012994,2.21,False
2021-05-07,102900011013274,2.7,False
2021-05-07,102900011016701,5.76,False
2021-05-07,102900011022030,2.4,False
2021-05-07,102900051000463,3.26,False
2021-05-07,102900051004294,9.38,False
2021-05-07,102900051010455,3.08,False
2021-05-07,102900051010790,6.18,False
2021-05-07,106949711300068,1.52,False
2021-05-07,106958851400125,1.77,False
2021-05-08,102900005115168,1.08,False
2021-05-08,102900005115762,3.18,False
2021-05-08,102900005115779,4.22,False
2021-05-08,102900005115786,4.49,False
2021-05-08,102900005115823,3.08,False
2021-05-08,102900005115854,2.13,False
2021-05-08,102900005115908,3.4,False
2021-05-08,102900005115960,0.84,False
2021-05-08,102900005115984,4.29,False
2021-05-08,102900005116226,6.24,False
2021-05-08,102900005116233,11.22,False
2021-05-08,102900005116257,5.99,False
2021-05-08,102900005116509,4.18,False
2021-05-08,102900005116530,12.0,False
2021-05-08,102900005116547,3.03,False
2021-05-08,102900005116714,4.08,False
2021-05-08,102900005116790,2.68,False
2021-05-08,102900005116837,6.05,False
2021-05-08,102900005116899,7.2,False
2021-05-08,102900005116943,8.44,False
2021-05-08,102900005118572,1.6,False
2021-05-08,102900005118817,5.13,False
2021-05-08,102900005118824,7.01,False
2021-05-08,102900005118831,3.32,False
2021-05-08,102900005119098,12.4,False
2021-05-08,102900005119975,8.6,False
2021-05-08,102900005123880,7.12,False
2021-05-08,102900005125808,12.27,False
2021-05-08,102900005125815,4.65,False
2021-05-08,102900011000328,5.35,False
2021-05-08,102900011001806,2.88,False
2021-05-08,102900011002414,6.14,False
2021-05-08,102900011006689,1.87,False
2021-05-08,102900011008164,1.0,False
2021-05-08,102900011009444,5.83,False
2021-05-08,102900011009970,2.8,False
2021-05-08,102900011013274,2.72,False
2021-05-08,102900011016701,5.28,False
2021-05-08,102900011022030,2.4,False
2021-05-08,102900051000463,2.97,False
2021-05-08,102900051004294,8.35,False
2021-05-08,102900051010455,3.08,False
2021-05-08,102900051010790,6.14,False
2021-05-08,106949711300068,1.48,False
2021-05-08,106958851400125,1.8,False
2021-05-09,102900005115168,1.12,False
2021-05-09,102900005115762,2.16,False
2021-05-09,102900005115779,4.23,False
2021-05-09,102900005115786,4.33,False
2021-05-09,102900005115793,8.31,False
2021-05-09,102900005115823,3.07,False
2021-05-09,102900005115854,2.13,False
2021-05-09,102900005115908,3.08,False
2021-05-09,102900005115960,0.84,False
2021-05-09,102900005115984,4.43,False
2021-05-09,102900005116226,6.24,False
2021-05-09,102900005116233,11.08,False
2021-05-09,102900005116257,5.99,False
2021-05-09,102900005116509,3.94,False
2021-05-09,102900005116530,12.0,False
2021-05-09,102900005116547,3.03,False
2021-05-09,102900005116714,3.89,False
2021-05-09,102900005116790,2.72,False
2021-05-09,102900005116837,6.06,False
2021-05-09,102900005116899,7.2,False
2021-05-09,102900005116943,8.21,False
2021-05-09,102900005118572,1.6,False
2021-05-09,102900005118817,5.13,False
2021-05-09,102900005118824,6.94,False
2021-05-09,102900005118831,3.32,False
2021-05-09,102900005119098,12.38,False
2021-05-09,102900005119944,6.45,False
2021-05-09,102900005119975,8.45,False
2021-05-09,102900005125808,12.27,False
2021-05-09,102900005125815,4.64,False
2021-05-09,102900011000328,5.35,False
2021-05-09,102900011001806,2.87,False
2021-05-09,102900011002414,6.13,False
2021-05-09,102900011006689,1.88,False
2021-05-09,102900011008164,1.0,False
2021-05-09,102900011009444,5.72,False
2021-05-09,102900011009970,2.8,False
2021-05-09,102900011012994,2.21,False
2021-05-09,102900011013274,2.7,False
2021-05-09,102900011016701,4.82,False
2021-05-09,102900011022030,2.4,False
2021-05-09,102900011024010,14.71,True
2021-05-09,102900051000463,3.32,False
2021-05-09,102900051004294,7.07,False
2021-05-09,102900051010455,3.08,False
2021-05-09,102900051010790,6.13,False
2021-05-09,106949711300068,1.48,False
2021-05-09,106958851400125,1.78,False
2021-05-10,102900005115168,1.29,False
2021-05-10,102900005115762,2.17,False
2021-05-10,102900005115779,4.1,False
2021-05-10,102900005115786,4.28,False
2021-05-10,102900005115823,3.11,False
2021-05-10,102900005115854,2.1,False
2021-05-10,102900005115908,3.0,False
2021-05-10,102900005115946,4.24,False
2021-05-10,102900005115960,0.84,False
2021-05-10,102900005115984,4.68,False
2021-05-10,102900005116226,6.25,False
2021-05-10,102900005116233,9.63,False
2021-05-10,102900005116257,5.91,False
2021-05-10,102900005116509,3.59,False
2021-05-10,102900005116530,12.0,False
2021-05-10,102900005116714,3.77,False
2021-05-10,102900005116837,6.05,False
2021-05-10,102900005116899,7.2,False
2021-05-10,102900005116943,8.11,False
2021-05-10,102900005117209,13.82,False
2021-05-10,102900005118572,1.6,False
2021-05-10,102900005118817,5.12,False
2021-05-10,102900005118824,6.98,False
2021-05-10,102900005118831,3.32,False
2021-05-10,102900005119944,6.44,False
2021-05-10,102900005119975,7.52,False
2021-05-10,102900005123880,7.15,False
2021-05-10,102900005125808,12.31,False
2021-05-10,102900005125815,4.64,False
2021-05-10,102900011000328,5.17,False
2021-05-10,102900011002414,6.13,False
2021-05-10,102900011006689,1.93,False
2021-05-10,102900011008164,1.0,False
2021-05-10,102900011009444,4.96,False
2021-05-10,102900011009970,2.8,False
2021-05-10,102900011012994,2.2,False
2021-05-10,102900011013274,2.7,False
2021-05-10,102900011016701,3.93,False
2021-05-10,102900011022030,2.4,False
2021-05-10,102900011024010,14.71,True
2021-05-10,102900051000463,2.79,False
2021-05-10,102900051004294,7.08,False
2021-05-10,102900051010455,3.08,False
2021-05-10,106949711300068,1.51,False
2021-05-10,106958851400125,1.75,False
2021-05-11,102900005115168,1.4,False
2021-05-11,102900005115250,7.0,False
2021-05-11,102900005115762,1.99,False
2021-05-11,102900005115779,3.82,False
2021-05-11,102900005115786,3.62,False
2021-05-11,102900005115823,3.11,False
2021-05-11,102900005115908,3.0,False
2021-05-11,102900005115960,0.84,False
2021-05-11,102900005115984,4.64,False
2021-05-11,102900005116226,6.28,False
2021-05-11,102900005116233,6.63,False
2021-05-11,102900005116257,4.86,False
2021-05-11,102900005116509,3.15,False
2021-05-11,102900005116530,12.0,False
2021-05-11,102900005116547,3.04,False
2021-05-11,102900005116714,3.73,False
2021-05-11,102900005116790,2.72,False
2021-05-11,102900005116837,6.05,False
2021-05-11,102900005116899,7.2,False
2021-05-11,102900005116943,8.19,False
2021-05-11,102900005118572,1.36,False
2021-05-11,102900005118817,5.12,False
2021-05-11,102900005118824,7.03,False
2021-05-11,102900005118831,3.31,False
2021-05-11,102900005119098,12.37,False
2021-05-11,102900005119944,6.44,False
2021-05-11,102900005119975,5.84,False
2021-05-11,102900005125808,11.5,False
2021-05-11,102900005125815,4.63,False
2021-05-11,102900011000328,5.05,False
2021-05-11,102900011002414,6.13,False
2021-05-11,102900011006689,1.92,False
2021-05-11,102900011008164,1.0,False
2021-05-11,102900011009444,5.07,False
2021-05-11,102900011009970,2.8,False
2021-05-11,102900011012994,2.16,False
2021-05-11,102900011016701,3.44,False
2021-05-11,102900011022030,2.4,False
2021-05-11,102900011024010,14.71,True
2021-05-11,102900051000463,2.86,False
2021-05-11,102900051004294,7.35,False
2021-05-11,102900051010455,3.12,False
2021-05-11,106949711300068,1.57,False
2021-05-11,106958851400125,1.75,False
2021-05-12,102900005115168,1.4,False
2021-05-12,102900005115199,14.71,True
2021-05-12,102900005115762,2.06,False
2021-05-12,102900005115779,3.82,False
2021-05-12,102900005115786,3.61,False
2021-05-12,102900005115793,7.13,False
2021-05-12,102900005115823,3.08,False
2021-05-12,102900005115854,2.07,False
2021-05-12,102900005115908,2.4,False
2021-05-12,102900005115946,4.24,False
2021-05-12,102900005115960,0.84,False
2021-05-12,102900005115984,4.56,False
2021-05-12,102900005116226,6.28,False
2021-05-12,102900005116233,5.54,False
2021-05-12,102900005116257,3.96,False
2021-05-12,102900005116509,2.54,False
2021-05-12,102900005116530,12.0,False
2021-05-12,102900005116547,3.04,False
2021-05-12,102900005116714,3.75,False
2021-05-12,102900005116790,2.72,False
2021-05-12,102900005116837,6.05,False
2021-05-12,102900005116899,7.2,False
2021-05-12,102900005116943,8.26,False
2021-05-12,102900005118572,1.0,False
2021-05-12,102900005118817,5.11,False
2021-05-12,102900005118824,6.88,False
2021-05-12,102900005118831,3.32,False
2021-05-12,102900005119944,6.29,False
2021-05-12,102900005119975,5.4,False
2021-05-12,102900005125808,11.4,False
2021-05-12,102900005125815,4.64,False
2021-05-12,102900011000328,4.8,False
2021-05-12,102900011002414,6.14,False
2021-05-12,102900011006689,1.92,False
2021-05-12,102900011008164,1.0,False
2021-05-12,102900011009444,5.31,False
2021-05-12,102900011009970,2.8,False
2021-05-12,102900011012994,2.16,False
2021-05-12,102900011013274,2.67,False
2021-05-12,102900011016701,3.32,False
2021-05-12,102900011024010,14.71,True
2021-05-12,102900051000463,2.92,False
2021-05-12,102900051000944,10.0,False
2021-05-12,102900051004294,7.59,False
2021-05-12,102900051010455,3.11,False
2021-05-12,106949711300068,1.59,False
2021-05-12,106958851400125,1.77,False
2021-05-13,102900005115168,1.4,False
2021-05-13,102900005115762,2.19,False
2021-05-13,102900005115779,3.82,False
2021-05-13,102900005115786,3.61,False
2021-05-13,102900005115793,7.09,False
2021-05-13,102900005115823,3.08,False
2021-05-13,102900005115854,2.07,False
2021-05-13,102900005115908,2.4,False
2021-05-13,102900005115960,0.84,False
2021-05-13,102900005115984,4.56,False
2021-05-13,102900005116219,9.13,False
2021-05-13,102900005116226,5.5,False
2021-05-13,102900005116233,5.51,False
2021-05-13,102900005116257,3.65,False
2021-05-13,102900005116509,2.54,False
2021-05-13,102900005116530,12.0,False
2021-05-13,102900005116547,3.03,False
2021-05-13,102900005116714,3.83,False
2021-05-13,102900005116790,2.72,False
2021-05-13,102900005116837,6.03,False
2021-05-13,102900005116899,7.2,False
2021-05-13,102900005116943,8.27,False
2021-05-13,102900005118572,1.0,False
2021-05-13,102900005118817,4.55,False
2021-05-13,102900005118824,5.68,False
2021-05-13,102900005118831,3.33,False
2021-05-13,102900005119944,6.05,False
2021-05-13,102900005119975,5.4,False
2021-05-13,102900005125808,10.97,False
2021-05-13,102900005125815,4.64,False
2021-05-13,102900011000328,5.13,False
2021-05-13,102900011006689,1.92,False
2021-05-13,102900011008164,1.0,False
2021-05-13,102900011009444,5.31,False
2021-05-13,102900011009970,2.8,False
2021-05-13,102900011012994,2.18,False
2021-05-13,102900011013274,2.66,False
2021-05-13,102900011016701,4.77,False
2021-05-13,102900011022030,2.4,False
2021-05-13,102900011024010,14.71,True
2021-05-13,102900051000463,3.12,False
2021-05-13,102900051004294,6.76,False
2021-05-13,102900051010455,3.1,False
2021-05-13,106949711300068,1.55,False
2021-05-13,106958851400125,1.82,False
2021-05-14,102900005115168,1.4,False
2021-05-14,102900005115762,2.17,False
2021-05-14,102900005115779,3.82,False
2021-05-14,102900005115786,2.86,False
2021-05-14,102900005115793,7.19,False
2021-05-14,102900005115823,3.08,False
2021-05-14,102900005115854,1.72,False
2021-05-14,102900005115908,3.0,False
2021-05-14,102900005115960,0.84,False
2021-05-14,102900005115984,4.56,False
2021-05-14,102900005116219,9.18,False
2021-05-14,102900005116226,5.15,False
2021-05-14,102900005116233,5.66,False
2021-05-14,102900005116257,3.44,False
2021-05-14,102900005116509,2.46,False
2021-05-14,102900005116530,12.0,False
2021-05-14,102900005116547,3.03,False
2021-05-14,102900005116639,3.25,False
2021-05-14,102900005116714,4.83,False
2021-05-14,102900005116790,3.12,False
2021-05-14,102900005116837,6.04,False
2021-05-14,102900005116899,7.2,False
2021-05-14,102900005116943,9.32,False
2021-05-14,102900005117209,14.71,True
2021-05-14,102900005118572,1.6,False
2021-05-14,102900005118817,4.25,False
2021-05-14,102900005118824,4.98,False
2021-05-14,102900005118831,3.28,False
2021-05-14,102900005119098,12.38,False
2021-05-14,102900005119944,6.05,False
2021-05-14,102900005119975,5.4,False
2021-05-14,102900005125808,11.12,False
2021-05-14,102900005125815,4.64,False
2021-05-14,102900011000328,5.14,False
2021-05-14,102900011002414,6.11,False
2021-05-14,102900011006689,1.85,False
2021-05-14,102900011008164,1.0,False
2021-05-14,102900011009444,5.45,False
2021-05-14,102900011009970,2.76,False
2021-05-14,102900011013274,2.7,False
2021-05-14,102900011016701,3.1,False
2021-05-14,102900011024010,14.71,True
2021-05-14,102900051000463,2.84,False
2021-05-14,102900051004294,6.71,False
2021-05-14,102900051010455,2.88,False
2021-05-14,106949711300068,1.53,False
2021-05-15,102900005115168,1.4,False
2021-05-15,102900005115762,2.2,False
2021-05-15,102900005115779,3.42,False
2021-05-15,102900005115786,2.26,False
2021-05-15,102900005115793,7.11,False
2021-05-15,102900005115823,3.08,False
2021-05-15,102900005115854,1.74,False
2021-05-15,102900005115908,3.0,False
2021-05-15,102900005115960,0.84,False
2021-05-15,102900005115984,4.11,False
2021-05-15,102900005116219,9.19,False
2021-05-15,102900005116226,5.13,False
2021-05-15,102900005116233,5.7,False
2021-05-15,102900005116257,3.3,False
2021-05-15,102900005116509,2.13,False
2021-05-15,102900005116530,12.0,False
2021-05-15,102900005116547,3.03,False
2021-05-15,102900005116714,5.06,False
2021-05-15,102900005116790,3.12,False
2021-05-15,102900005116837,6.04,False
2021-05-15,102900005116899,7.2,False
2021-05-15,102900005116943,7.39,False
2021-05-15,102900005117209,13.64,False
2021-05-15,102900005118572,1.6,False
2021-05-15,102900005118817,4.45,False
2021-05-15,102900005118824,4.92,False
2021-05-15,102900005118831,3.3,False
2021-05-15,102900005119098,12.38,False
2021-05-15,102900005119944,6.04,False
2021-05-15,102900005119975,5.4,False
2021-05-15,102900005123880,4.6,False
2021-05-15,102900005125808,10.72,False
2021-05-15,102900005125815,4.64,False
2021-05-15,102900011000328,4.87,False
2021-05-15,102900011001219,10.1,False
2021-05-15,102900011001806,2.88,False
2021-05-15,102900011002414,6.16,False
2021-05-15,102900011006689,1.84,False
2021-05-15,102900011008164,1.1,False
2021-05-15,102900011009444,5.85,False
2021-05-15,102900011009970,2.8,False
2021-05-15,102900011011546,1.0,False
2021-05-15,102900011012994,2.18,False
2021-05-15,102900011013274,2.7,False
2021-05-15,102900011016701,2.69,False
2021-05-15,102900051000463,2.71,False
2021-05-15,102900051004294,6.89,False
2021-05-15,102900051010455,2.68,False
2021-05-15,106949711300068,1.52,False
2021-05-15,106958851400125,1.63,False
2021-05-16,102900005115168,1.4,False
2021-05-16,102900005115762,1.88,False
2021-05-16,102900005115779,3.3,False
2021-05-16,102900005115786,2.03,False
2021-05-16,102900005115793,7.15,False
2021-05-16,102900005115823,3.08,False
2021-05-16,102900005115854,1.83,False
2021-05-16,102900005115908,3.0,False
2021-05-16,102900005115960,0.84,False
2021-05-16,102900005115984,4.0,False
2021-05-16,102900005116219,9.18,False
2021-05-16,102900005116226,4.92,False
2021-05-16,102900005116233,5.59,False
2021-05-16,102900005116257,3.34,False
2021-05-16,102900005116509,1.98,False
2021-05-16,102900005116530,12.0,False
2021-05-16,102900005116547,3.04,False
2021-05-16,102900005116714,5.72,False
2021-05-16,102900005116790,3.07,False
2021-05-16,102900005116837,6.05,False
2021-05-16,102900005116899,7.2,False
2021-05-16,102900005116943,7.39,False
2021-05-16,102900005118824,4.91,False
2021-05-16,102900005118831,3.35,False
2021-05-16,102900005119098,12.39,False
2021-05-16,102900005119975,4.85,False
2021-05-16,102900005125808,11.09,False
2021-05-16,102900005125815,4.65,False
2021-05-16,102900011000328,4.53,False
2021-05-16,102900011001806,2.88,False
2021-05-16,102900011002414,6.2,False
2021-05-16,102900011006689,1.92,False
2021-05-16,102900011008164,1.2,False
2021-05-16,102900011009444,6.1,False
2021-05-16,102900011009970,2.83,False
2021-05-16,102900011012994,2.15,False
2021-05-16,102900011013274,2.64,False
2021-05-16,102900011016701,2.39,False
2021-05-16,102900011022030,2.4,False
2021-05-16,102900051000463,2.62,False
2021-05-16,102900051004294,6.63,False
2021-05-16,102900051010455,2.68,False
2021-05-16,106949711300068,1.52,False
2021-05-16,106958851400125,1.65,False
2021-05-17,102900005115168,1.4,False
2021-05-17,102900005115762,1.93,False
2021-05-17,102900005115779,3.33,False
2021-05-17,102900005115786,2.19,False
2021-05-17,102900005115793,7.25,False
2021-05-17,102900005115823,3.08,False
2021-05-17,102900005115854,2.08,False
2021-05-17,102900005115908,3.0,False
2021-05-17,102900005115960,0.84,False
2021-05-17,102900005115984,3.62,False
2021-05-17,102900005116219,9.19,False
2021-05-17,102900005116226,4.82,False
2021-05-17,102900005116233,5.74,False
2021-05-17,102900005116257,3.27,False
2021-05-17,102900005116509,2.08,False
2021-05-17,102900005116530,12.0,False
2021-05-17,102900005116547,2.84,False
2021-05-17,102900005116714,5.15,False
2021-05-17,102900005116790,3.07,False
2021-05-17,102900005116837,6.05,False
2021-05-17,102900005116899,7.2,False
2021-05-17,102900005116943,7.69,False
2021-05-17,102900005117209,12.12,False
2021-05-17,102900005118572,1.6,False
2021-05-17,102900005118817,4.61,False
2021-05-17,102900005118824,4.81,False
2021-05-17,102900005118831,3.31,False
2021-05-17,102900005119098,12.4,False
2021-05-17,102900005119975,5.18,False
2021-05-17,102900005125808,11.8,False
2021-05-17,102900005125815,4.65,False
2021-05-17,102900011000328,4.47,False
2021-05-17,102900011002414,6.17,False
2021-05-17,102900011006689,1.96,False
2021-05-17,102900011008164,1.2,False
2021-05-17,102900011009444,5.59,False
2021-05-17,102900011009970,2.8,False
2021-05-17,102900011012994,2.13,False
2021-05-17,102900011016701,2.25,False
2021-05-17,102900011022030,2.4,False
2021-05-17,102900051000463,2.62,False
2021-05-17,102900051004294,6.26,False
2021-05-17,102900051010455,2.68,False
2021-05-17,106949711300068,1.51,False
2021-05-18,102900005115168,1.4,False
2021-05-18,102900005115762,1.99,False
2021-05-18,102900005115779,3.37,False
2021-05-18,102900005115786,2.26,False
2021-05-18,102900005115793,7.23,False
2021-05-18,102900005115823,3.06,False
2021-05-18,102900005115854,2.16,False
2021-05-18,102900005115908,3.0,False
2021-05-18,102900005115946,3.25,False
2021-05-18,102900005115960,0.84,False
2021-05-18,102900005115984,3.62,False
2021-05-18,102900005116226,4.55,False
2021-05-18,102900005116233,5.74,False
2021-05-18,102900005116257,3.29,False
2021-05-18,102900005116509,2.51,False
2021-05-18,102900005116530,12.0,False
2021-05-18,102900005116547,2.83,False
2021-05-18,102900005116714,4.75,False
2021-05-18,102900005116790,3.07,False
2021-05-18,102900005116837,6.13,False
2021-05-18,102900005116899,7.36,False
2021-05-18,102900005116943,7.96,False
2021-05-18,102900005118572,1.6,False
2021-05-18,102900005118817,4.6,False
2021-05-18,102900005118824,4.71,False
2021-05-18,102900005118831,3.31,False
2021-05-18,102900005119098,12.39,False
2021-05-18,102900005119944,6.05,False
2021-05-18,102900005119975,5.07,False
2021-05-18,102900005125808,11.64,False
2021-05-18,102900005125815,4.64,False
2021-05-18,102900011000328,3.92,False
2021-05-18,102900011002414,6.14,False
2021-05-18,102900011006689,1.95,False
2021-05-18,102900011008164,1.2,False
2021-05-18,102900011009444,5.46,False
2021-05-18,102900011009970,2.8,False
2021-05-18,102900011012994,2.16,False
2021-05-18,102900011016701,2.36,False
2021-05-18,102900011024010,14.71,True
2021-05-18,102900051000463,2.71,False
2021-05-18,102900051004294,6.19,False
2021-05-18,102900051010455,2.68,False
2021-05-18,106949711300068,1.56,False
2021-05-19,102900005115168,1.4,False
2021-05-19,102900005115762,2.19,False
2021-05-19,102900005115779,3.32,False
2021-05-19,102900005115786,2.41,False
2021-05-19,102900005115793,7.23,False
2021-05-19,102900005115823,2.76,False
2021-05-19,102900005115854,2.15,False
2021-05-19,102900005115908,3.0,False
2021-05-19,102900005115960,0.84,False
2021-05-19,102900005115984,3.62,False
2021-05-19,102900005116226,4.28,False
2021-05-19,102900005116233,5.74,False
2021-05-19,102900005116257,3.29,False
2021-05-19,102900005116509,2.65,False
2021-05-19,102900005116530,12.0,False
2021-05-19,102900005116547,2.84,False
2021-05-19,102900005116714,4.69,False
2021-05-19,102900005116790,3.03,False
2021-05-19,102900005116837,6.45,False
2021-05-19,102900005116899,7.4,False
2021-05-19,102900005116943,7.96,False
2021-05-19,102900005117353,1.0,False
2021-05-19,102900005118572,1.6,False
2021-05-19,102900005118817,4.6,False
2021-05-19,102900005118824,4.55,False
